scientificName
Claoxylon tenerifolium
Claoxylon tenuiflorum
Claoxylon tetracoccum
Claoxylon tsaratananae
Claoxylon velutinum
Claoxylon vitiense
Claoxylon wallichianum
Claoxylon warburgianum
Claoxylon winkleri
Claoxylopsis andapensis
Claoxylopsis perrieri
Claoxylopsis purpurascens
Clappertonia ficifolia
Clappertonia minor
Clappertonia polyandra
Clappia suaedifolia
Clara gracilis
Clara ophiopogonoides
Clara stricta
Clarisia biflora
Clarisia ilicifolia
Clarisia mexicana
Clarisia racemosa
Clarkella nana
Clarkia affinis
Clarkia amoena
Clarkia arcuata
Clarkia australis
Clarkia biloba
Clarkia borealis
Clarkia bottae
Clarkia breweri
Clarkia concinna
Clarkia cylindrica
Clarkia davyi
Clarkia delicata
Clarkia dudleyana
Clarkia epilobioides
Clarkia exilis
Clarkia franciscana
Clarkia gracilis
Clarkia heterandra
Clarkia imbricata
Clarkia jolonensis
Clarkia lassenensis
Clarkia lewisii
Clarkia lingulata
Clarkia mildrediae
Clarkia modesta
Clarkia mosquinii
Clarkia prostrata
Clarkia pulchella
Clarkia purpurea
Clarkia rhomboidea
Clarkia rostrata
Clarkia rubicunda
Clarkia similis
Clarkia speciosa
Clarkia springvillensis
Clarkia stellata
Clarkia tembloriensis
Clarkia tenella
Clarkia unguiculata
Clarkia virgata
Clarkia williamsonii
Clarkia xantiana
Clastopus erubescens
Clastopus purpureus
Clastopus vestitus
Clathrotropis brachypetala
Clathrotropis brunnea
Clathrotropis glaucophylla
Clathrotropis macrocarpa
Clathrotropis nitida
Clathrotropis paradoxa
Clathrotropis rosea
Clausena agasthyamalayana
Clausena anisata
Clausena anisum-olens
Clausena austroindica
Clausena brevistyla
Clausena emarginata
Clausena engleri
Clausena excavata
Clausena hainanensis
Clausena harmandiana
Clausena henryi
Clausena heptaphylla
Clausena indica
Clausena inolida
Clausena kanpurensis
Clausena lansium
Clausena lenis
Clausena luxurians
Clausena poilanei
Clausena wallichii
Clausena yunnanensis
Clausia aprica
Clausia aprica
Clausia kasakhorum
Clausia robusta
Clausia trichosepala
Clausospicula extensa
Clavija biborrana
Clavija caloneura
Clavija cardenasii
Clavija cauliflora
Clavija clavata
Clavija colombiana
Clavija costaricana
Clavija domingensis
Clavija eggersiana
Clavija elliptica
Clavija engelsii
Clavija euerganea
Clavija fernandezii
Clavija fusca
Clavija grandis
Clavija harlingii
Clavija hookeri
Clavija imatacae
Clavija imazae
Clavija jelskii
Clavija kalbreyeri
Clavija killipii
Clavija lancifolia
Clavija laplanadae
Clavija latifolia
Clavija lehmannii
Clavija leucocraspeda
Clavija longifolia
Clavija macrocarpa
Clavija macrophylla
Clavija membranacea
Clavija mezii
Clavija minor
Clavija myrmeciocarpa
Clavija neglecta
Clavija nutans
Clavija obtusifolia
Clavija ornata
Clavija parvula
Clavija peruviana
Clavija plumbea
Clavija poeppigii
Clavija procera
Clavija pubens
Clavija pungens
Clavija repanda
Clavija rodekiana
Clavija sanctae-martae
Clavija serratifolia
Clavija spinosa
Clavija subandina
Clavija tarapotana
Clavija umbrosa
Clavija venosa
Clavija wallnoeferi
Clavija weberbaueri
Claytonia acutifolia
Claytonia arctica
Claytonia caroliniana
Claytonia cordifolia
Claytonia eschscholtzii
Claytonia exigua
Claytonia gypsophiloides
Claytonia joanneana
Claytonia lanceolata
Claytonia megarhiza
Claytonia nevadensis
Claytonia ogilviensis
Claytonia ozarkensis
Claytonia palustris
Claytonia parviflora
Claytonia perfoliata
Claytonia porsildii
Claytonia rosea
Claytonia rubra
Claytonia sarmentosa
Claytonia saxosa
Claytonia scammaniana
Claytonia sibirica
Claytonia soczaviana
Claytonia tuberosa
Claytonia udokanica
Claytonia umbellata
Claytonia virginica
Cleghornia acuminata
Cleghornia malaccensis
Cleidiocarpon cavaleriei
Cleidiocarpon laurinum
Cleidion amazonicum
Cleidion bracteosum
Cleidion brevipetiolatum
Cleidion capuronii
Cleidion castaneifolium
Cleidion claoxyloides
Cleidion gabonicum
Cleidion javanicum
Cleidion lasiophyllum
Cleidion lemurum
Cleidion leptostachyum
Cleidion lochmios
Cleidion luziae
Cleidion macarangoides
Cleidion macrophyllum
Cleidion marginatum
Cleidion megistophyllum
Cleidion microcarpum
Cleidion minahassae
Cleidion moniliflorum
Cleidion neoebudicum
Cleidion nitidum
Cleidion papuanum
Cleidion ramosii
Cleidion sessile
Cleidion spathulatum
Cleidion taynguyenense
Cleidion tricoccum
Cleidion veillonii
Cleidion velutinum
Cleidion verticillatum
Cleidion vieillardii
Cleisocentron abasii
Cleisocentron gokusingii
Cleisocentron kinabaluense
Cleisocentron klossii
Cleisocentron malipoense
Cleisocentron merrillianum
Cleisocentron pallens
Cleisomeria lanatum
Cleisomeria pilosulum
Cleisostoma aikoae
Cleisostoma appendiculatum
Cleisostoma arietinum
Cleisostoma aspersum
Cleisostoma beccarii
Cleisostoma belophorum
Cleisostoma bicrure
Cleisostoma bilamellatum
Cleisostoma birmanicum
Cleisostoma brachystachys
Cleisostoma brevilabium
Cleisostoma buruense
Cleisostoma callosilobum
Cleisostoma capricorne
Cleisostoma chantaburiense
Cleisostoma chapaense
Cleisostoma clemensiae
Cleisostoma complicatum
Cleisostoma crassissimum
Cleisostoma crochetii
Cleisostoma discolor
Cleisostoma dorsisacculatum
Cleisostoma duplicilobum
Cleisostoma equestre
Cleisostoma filiforme
Cleisostoma firmulum
Cleisostoma fissicors
Cleisostoma flavescens
Cleisostoma flexum
Cleisostoma fuerstenbergianum
Cleisostoma gjellerupii
Cleisostoma halophilum
Cleisostoma holttumii
Cleisostoma iloconense
Cleisostoma inflatum
Cleisostoma isuaravanum
Cleisostoma javanicum
Cleisostoma kerrii
Cleisostoma koeteiense
Cleisostoma krabiense
Cleisostoma lecongkietii
Cleisostoma lendyana
Cleisostoma linearilobatum
Cleisostoma litoreum
Cleisostoma lohii
Cleisostoma longioperculatum
Cleisostoma longipaniculatum
Cleisostoma loratum
Cleisostoma macrostachyum
Cleisostoma masiusii
Cleisostoma medogense
Cleisostoma melanorachis
Cleisostoma menghaiense
Cleisostoma montanum
Cleisostoma muticum
Cleisostoma nangongense
Cleisostoma nieuwenhuissii
Cleisostoma odoratum
Cleisostoma pacificum
Cleisostoma paludosum
Cleisostoma paniculatum
Cleisostoma parishii
Cleisostoma phitamii
Cleisostoma pinifolium
Cleisostoma pityophyllum
Cleisostoma platystele
Cleisostoma porrigens
Cleisostoma posthumii
Cleisostoma quinquefidum
Cleisostoma racemiferum
Cleisostoma rolfeanum
Cleisostoma rostellatum
Cleisostoma rostratum
Cleisostoma rostratum
Cleisostoma rugosulum
Cleisostoma saccatum
Cleisostoma sagittatum
Cleisostoma samarindae
Cleisostoma schneideri
Cleisostoma scortechinii
Cleisostoma simondii
Cleisostoma sororium
Cleisostoma stimulatrix
Cleisostoma striatum
Cleisostoma striolatum
Cleisostoma strongyloides
Cleisostoma suaveolens
Cleisostoma subulatum
Cleisostoma subulifolium
Cleisostoma suffusum
Cleisostoma sumbavense
Cleisostoma tenuifolium
Cleisostoma tenuirachis
Cleisostoma teretifolium
Cleisostoma tricallosum
Cleisostoma tricornutum
Cleisostoma uraiense
Cleisostoma williamsonii
Cleisostomopsis eberhardtii
Cleisostomopsis elytrigera
Cleistachne sorghoides
Cleistanthus acuminatus
Cleistanthus andamanicus
Cleistanthus angustifolius
Cleistanthus annamensis
Cleistanthus apodus
Cleistanthus bakonensis
Cleistanthus balakrishnanii
Cleistanthus bambidianus
Cleistanthus baramicus
Cleistanthus beccarianus
Cleistanthus bipindensis
Cleistanthus boivinianus
Cleistanthus bracteosus
Cleistanthus brideliifolius
Cleistanthus capuronii
Cleistanthus carolinianus
Cleistanthus caudatus
Cleistanthus celebicus
Cleistanthus chlorocarpus
Cleistanthus collinus
Cleistanthus concinnus
Cleistanthus contractus
Cleistanthus coriaceus
Cleistanthus cunninghamii
Cleistanthus curtisii
Cleistanthus dallachyanus
Cleistanthus decurrens
Cleistanthus denudatus
Cleistanthus discolor
Cleistanthus diversifolius
Cleistanthus dolichophyllus
Cleistanthus duvipermaniorum
Cleistanthus eberhardtii
Cleistanthus ellipticus
Cleistanthus elongatus
Cleistanthus erycibifolius
Cleistanthus everettii
Cleistanthus evrardii
Cleistanthus ferrugineus
Cleistanthus flavescens
Cleistanthus floricola
Cleistanthus gabonensis
Cleistanthus glaber
Cleistanthus glabratus
Cleistanthus glandulosus
Cleistanthus gracilis
Cleistanthus helferi
Cleistanthus hirsutipetalus
Cleistanthus hirsutulus
Cleistanthus hylandii
Cleistanthus indochinensis
Cleistanthus inglorius
Cleistanthus insignis
Cleistanthus insularis
Cleistanthus inundatus
Cleistanthus isabellinus
Cleistanthus itsoghensis
Cleistanthus jacobsianus
Cleistanthus kingii
Cleistanthus kwangensis
Cleistanthus langkawiensis
Cleistanthus lanuginosus
Cleistanthus letouzeyi
Cleistanthus libericus
Cleistanthus longinervis
Cleistanthus macrophyllus
Cleistanthus maingayi
Cleistanthus major
Cleistanthus malabaricus
Cleistanthus malaccensis
Cleistanthus meeboldii
Cleistanthus megacarpus
Cleistanthus membranaceus
Cleistanthus micranthus
Cleistanthus monoicus
Cleistanthus morii
Cleistanthus namatanaiensis
Cleistanthus ngounyensis
Cleistanthus nitidus
Cleistanthus nokrensis
Cleistanthus normanbyanus
Cleistanthus oblongatus
Cleistanthus oblongifolius
Cleistanthus occidentalis
Cleistanthus pallidus
Cleistanthus papuanus
Cleistanthus papyraceus
Cleistanthus parvifolius
Cleistanthus patulus
Cleistanthus paxii
Cleistanthus pedicellatus
Cleistanthus peninsularis
Cleistanthus perrieri
Cleistanthus petelotii
Cleistanthus pierlotii
Cleistanthus pierrei
Cleistanthus pilosus
Cleistanthus podocarpus
Cleistanthus podopyxis
Cleistanthus polyneurus
Cleistanthus polyphyllus
Cleistanthus polystachyus
Cleistanthus praetermissus
Cleistanthus pseudopallidus
Cleistanthus pseudopodocarpus
Cleistanthus pubens
Cleistanthus pyrrhocarpus
Cleistanthus ripicola
Cleistanthus robinsonii
Cleistanthus robustus
Cleistanthus rotundatus
Cleistanthus rufescens
Cleistanthus rufus
Cleistanthus salicifolius
Cleistanthus sarawakensis
Cleistanthus schlechteri
Cleistanthus semiopacus
Cleistanthus stenonia
Cleistanthus stenophyllus
Cleistanthus stipitatus
Cleistanthus stipularis
Cleistanthus striatus
Cleistanthus suarezensis
Cleistanthus sumatranus
Cleistanthus tenerifolius
Cleistanthus tomentosus
Cleistanthus tonkinensis
Cleistanthus travancorensis
Cleistanthus venosus
Cleistanthus vestitus
Cleistanthus winkleri
Cleistanthus xanthopus
Cleistanthus xerophilus
Cleistanthus zenkeri
Cleistes abdita
Cleistes acuminata
Cleistes angeliana
Cleistes aphylla
Cleistes australis
Cleistes ayangannensis
Cleistes batistana
Cleistes bella
Cleistes brasiliensis
Cleistes buenaventurae
Cleistes calantha
Cleistes caloptera
Cleistes carautae
Cleistes castaneoides
Cleistes catharinensis
Cleistes cipoana
Cleistes costaricensis
Cleistes cuatrecasasii
Cleistes elegantula
Cleistes elongata
Cleistes exilis
Cleistes fragrans
Cleistes gert-hatschbachiana
Cleistes grandiflora
Cleistes huberi
Cleistes humidicola
Cleistes idroboi
Cleistes ionoglossa
Cleistes itatiaiae
Cleistes latiglossa
Cleistes latipetala
Cleistes latiplume
Cleistes lehmannii
Cleistes lenheirensis
Cleistes lepida
Cleistes libonii
Cleistes liliastrum
Cleistes macrantha
Cleistes magnifica
Cleistes mantiqueirae
Cleistes metallina
Cleistes miersii
Cleistes monantha
Cleistes montana
Cleistes moritzii
Cleistes munchiquensis
Cleistes nana
Cleistes paludosa
Cleistes paranaensis
Cleistes parviflora
Cleistes paulensis
Cleistes pluriflora
Cleistes pusilla
Cleistes quadricallosa
Cleistes ramboi
Cleistes revoluta
Cleistes risaraldensis
Cleistes rodeiensis
